aur	cal	red	171215	148981	204145	204860	130695	287891	149906	97796.8	265595
aur	cal	yellow	172625	146138	208109	175717	130802	292088	114059	95404.5	265657
aur	gra	lon	122961	735686	100874	174114	1.03947e+06	266424	808882	1.06138e+06	879439
aur	gra	lon_isl	129592	710174	107564	284310	1.0397e+06	298538	886908	1.06166e+06	879415
aur	gra	par	179758	493551	168699	622219	1.03992e+06	565223	947112	1.05084e+06	879185
aur	gra	red	131435	722516	98642.2	205061	1.03947e+06	287752	828987	1.07216e+06	879241
aur	gra	yellow	132782	719611	100764	175743	1.03966e+06	292105	794795	1.07161e+06	879123
aur	lon	lon_isl	172325	140183	230467	284360	174002	298503	194109	115968	266285
aur	lon	par	429170	130238	128693	622216	174017	565396	623751	474393	266334
aur	lon	red	166080	144437	210080	204861	173967	287971	139497	130098	266256
aur	lon	yellow	168675	142778	211735	175654	174072	292291	106835	131129	266494
aur	lon_isl	par	385875	119085	199302	622210	284282	565461	541993	470854	298605
aur	lon_isl	red	171567	182065	185265	205070	284263	287656	202000	270681	298216
aur	lon_isl	yellow	174225	180470	186824	175601	284332	292248	169504	271792	298678
aur	par	red	136968	414257	131110	205107	622210	287956	488170	628044	565277
aur	par	yellow	138942	411978	133493	175576	622218	292373	454166	627631	565707
aur	red	yellow	126453	122200	278188	175565	204798	292050	19644.1	53358.4	287840
cal	gra	lon	92301.9	832027	87252.1	64161.8	1.0565e+06	21606.5	808732	1.06151e+06	761116
cal	gra	lon_isl	108345	765817	103355	224458	1.05646e+06	103781	886827	1.0614e+06	761157
cal	gra	par	169767	499757	175746	623043	1.05674e+06	431073	947112	1.05074e+06	761043
cal	gra	red	109978	773261	94223.4	150088	1.0565e+06	97888.2	828943	1.07226e+06	761055
cal	gra	yellow	109751	775588	94770.6	113938	1.05631e+06	95461.9	794738	1.07126e+06	761175
cal	lon	lon_isl	216661	134408	164841	224476	64283.4	103975	194020	116100	21633.2
cal	lon	par	514653	104918	104213	623055	64212.3	431000	623757	474459	21364.6
cal	lon	red	214194	137752	148231	149880	64165.6	98060.3	139493	130113	21714
cal	lon	yellow	213837	139948	146935	113685	64224.4	95312.3	106617	131066	21404.3
cal	lon_isl	par	432685	105204	186261	623054	224455	431226	542003	470833	103940
cal	lon_isl	red	188846	194657	142693	149983	224492	98067.3	201861	270710	103898
cal	lon_isl	yellow	188949	197314	141698	114044	224535	95453.2	169661	271777	103847
cal	par	red	123500	456793	118482	150139	623060	97826.7	488152	628051	431031
cal	par	yellow	123617	459463	119008	113863	623051	95463.2	454325	627623	431258
cal	red	yellow	133321	135874	229892	113899	149959	95266.4	19687.3	53425.1	97735.6
gra	lon	lon_isl	100159	100219	793113	886944	808782	1.06155e+06	194102	116005	1.06161e+06
gra	lon	par	167093	178122	501428	947115	808845	1.05077e+06	623751	474476	1.06171e+06
gra	lon	red	104638	93932.9	783449	828974	808857	1.07247e+06	139633	130177	1.06162e+06
gra	lon	yellow	105248	95317.3	783122	794738	808880	1.0714e+06	106875	131095	1.06145e+06
gra	lon_isl	par	149722	160691	565760	947095	886904	1.0507e+06	541982	470832	1.06164e+06
gra	lon_isl	red	117212	106448	733521	828963	886873	1.07246e+06	201797	270709	1.06153e+06
gra	lon_isl	yellow	117826	107835	733036	794754	886937	1.07158e+06	169569	271790	1.06159e+06
gra	par	red	182994	161260	501987	828967	947089	1.07242e+06	487961	628023	1.0507e+06
gra	par	yellow	182601	161641	502004	794824	947112	1.07164e+06	454447	627622	1.05073e+06
gra	red	yellow	81894.4	82668	857503	794666	828948	1.07147e+06	19584.3	53398.8	1.07231e+06
lon	lon_isl	par	457323	98703.7	180465	623736	194033	474471	541984	470837	116065
lon	lon_isl	red	205339	191196	128753	139688	194104	130163	201975	270766	116040
lon	lon_isl	yellow	206622	191541	128937	106768	194064	131102	169467	271769	116106
lon	par	red	120262	464738	115949	139788	623736	130115	488239	628031	474452
lon	par	yellow	121451	464988	117546	106720	623735	131054	454268	627608	474452
lon	red	yellow	136299	135361	222391	106809	139505	131102	19699.3	53284	130167
lon_isl	par	red	198812	399084	112737	201763	542002	270713	487934	628049	470782
lon_isl	par	yellow	199722	398895	114056	169694	541998	271732	454455	627620	470832
lon_isl	red	yellow	127249	126150	275784	169558	201931	271732	19621.5	53377.5	270715
par	red	yellow	98184.1	98593.4	533066	454334	488043	627627	19689.6	53518.1	628045
