0.417434,0.582832,0.72032,0.502514,0.549639,0.509354,0.576243,0.463826,0.582275,0.548454,0.604576,0.494984,0.475827,0.424582,0.628357,0.45189,0.683219,0.599188,0.56446,0.462689	0.483729,0.626,0.718448,0.543604,0.527787,0.525201,0.653942,0.475768,0.616773,0.557004,0.62344,0.56526,0.521855,0.451608,0.655447,0.435448,0.698803,0.601439,0.548863,0.483486	-0.0830682,-0.0679664,0.0038807,-0.0565331,0.0307811,-0.0216348,-0.124682,-0.0153236,-0.0538302,-0.01231,-0.0302762,-0.0975775,-0.0612335,-0.0334376,-0.0460601,0.0204695,-0.0298209,-0.00351885,0.0225989,-0.0267901
0.079178,-0.0387186,-0.0758837,-0.0750634,-0.0407551,0.109802,-0.183867,-0.0156603,-0.146717,-0.0559376,0.22795,-0.130573,-0.0804981,0.0001675,-0.133097,-0.0491756,-0.130993,0.0139392,-0.0936876,0.0299997	0.223509,0.18664,0.189644,0.0847552,0.115113,0.206448,0.212756,0.0664264,0.098106,0.145788,0.369309,0.136169,0.121892,0.118527,0.132181,0.104401,0.19416,0.20456,0.0523305,0.148961	-0.146932,-0.223742,-0.261761,-0.158808,-0.15514,-0.098887,-0.381692,-0.0820014,-0.241349,-0.200094,-0.154353,-0.262082,-0.200423,-0.118362,-0.260692,-0.152792,-0.317088,-0.191166,-0.145306,-0.119495
0.361632,0.590566,0.725769,0.519528,0.486997,0.405684,0.60962,0.448998,0.62264,0.526361,0.554122,0.523453,0.460977,0.317982,0.66578,0.454718,0.633794,0.510831,0.566244,0.513902	0.482368,0.634379,0.719549,0.574924,0.547672,0.53231,0.682166,0.514372,0.615089,0.556368,0.624646,0.631756,0.572646,0.484631,0.678805,0.530972,0.673719,0.588247,0.568667,0.529458	-0.146247,-0.0700607,0.0130196,-0.0789892,-0.0827448,-0.161502,-0.124194,-0.0850062,0.0122373,-0.0424335,-0.107856,-0.161813,-0.151719,-0.197009,-0.0237658,-0.100525,-0.0696768,-0.110673,-0.00357339,-0.0213709
0.334541,0.559397,0.71821,0.469046,0.462914,0.371212,0.599569,0.400819,0.593869,0.494053,0.511004,0.525518,0.48585,0.298787,0.657405,0.449376,0.627686,0.493962,0.559256,0.49484	0.484724,0.631567,0.713588,0.550328,0.548142,0.53133,0.686794,0.495545,0.614494,0.551574,0.617848,0.618411,0.572434,0.477446,0.669199,0.530057,0.675683,0.596506,0.568336,0.546128	-0.17925,-0.111596,0.00948107,-0.109563,-0.114208,-0.199458,-0.148286,-0.118204,-0.0324774,-0.0790677,-0.156141,-0.137616,-0.119942,-0.208387,-0.0210596,-0.105907,-0.0833452,-0.145381,-0.0133101,-0.0702818
0.195603,-0.0243238,0.0357957,0.00372243,0.0102705,0.0721955,-0.0509395,0.042352,-0.0495997,-0.0152739,0.212303,0.0549254,-0.052175,-0.00137791,-0.07982,-0.0409827,0.0123116,0.00158985,-0.0260807,0.0941862	-0.190297,-0.473632,-0.525744,-0.388534,-0.379027,-0.322001,-0.570476,-0.33361,-0.538008,-0.411841,-0.208538,-0.426714,-0.442242,-0.384652,-0.586248,-0.366943,-0.487435,-0.446604,-0.470584,-0.33076	0.372051,0.454545,0.551167,0.39169,0.387788,0.385241,0.535086,0.370724,0.501799,0.399077,0.402999,0.47061,0.39928,0.383477,0.531289,0.330937,0.496765,0.447876,0.450027,0.412107
0.572769,0.715792,0.811947,0.66974,0.660394,0.667355,0.772495,0.648712,0.754326,0.69551,0.696348,0.745416,0.702055,0.647558,0.782397,0.678384,0.77133,0.732828,0.721922,0.670143	0.576569,0.733685,0.808668,0.655801,0.663585,0.647177,0.763501,0.632093,0.754889,0.668676,0.69869,0.731677,0.685467,0.616535,0.776619,0.665147,0.74998,0.72192,0.715085,0.62983	-0.00567448,-0.0376826,0.00954932,0.0248553,-0.00568046,0.0355189,0.0219252,0.0281697,-0.00130648,0.0501638,-0.00456144,0.030221,0.0319764,0.0516403,0.0147251,0.0241225,0.0506498,0.0231622,0.0141319,0.0697552
0.478732,0.657607,0.771701,0.55956,0.580974,0.545693,0.697943,0.531539,0.674655,0.63663,0.666341,0.583784,0.560826,0.539879,0.680963,0.528554,0.714167,0.665892,0.625232,0.513839	0.485505,0.681754,0.778228,0.570829,0.580033,0.550575,0.716647,0.520053,0.695056,0.635085,0.66641,0.609105,0.562038,0.481741,0.717272,0.523704,0.704388,0.650062,0.602582,0.512641	-0.00882312,-0.0437714,-0.0163414,-0.0165588,0.001419,-0.00697887,-0.0374216,0.0158753,-0.0384138,0.0025927,-0.000124466,-0.0392928,-0.00176887,0.0785736,-0.0709763,0.00670578,0.0196771,0.0279119,0.036341,0.00162565
0.070815,-0.0244809,-0.0875093,-0.0955793,-0.0625154,0.0939783,-0.136746,-0.0324671,-0.146272,-0.0700463,0.241821,-0.101532,-0.0879589,-0.0135207,-0.143887,-0.0388972,-0.142234,0.0243697,-0.0824561,0.0128293	0.158454,0.183934,0.181148,0.0327991,0.109564,0.178803,0.216613,0.027768,0.086023,0.116573,0.364694,0.127131,0.071592,0.0251276,0.124107,0.12452,0.156234,0.195897,0.0558532,0.107688	-0.0886333,-0.20748,-0.264465,-0.127977,-0.170909,-0.0862749,-0.343193,-0.0601808,-0.229409,-0.185108,-0.134756,-0.225749,-0.158552,-0.0386352,-0.263292,-0.16263,-0.29198,-0.17235,-0.137675,-0.0949898
0.4374,0.655819,0.765328,0.556563,0.524228,0.455956,0.708883,0.519055,0.662382,0.588528,0.606413,0.609427,0.560892,0.448375,0.709209,0.512732,0.697161,0.590168,0.628799,0.571155	0.498955,0.680377,0.767805,0.582868,0.604109,0.571749,0.722796,0.560101,0.641812,0.608169,0.657619,0.671906,0.627939,0.531334,0.7323,0.599508,0.711586,0.647897,0.623594,0.56459	-0.0787394,-0.0443441,-0.00600699,-0.038936,-0.116903,-0.156623,-0.028532,-0.0578705,0.0357823,-0.0305897,-0.085172,-0.105803,-0.103499,-0.108904,-0.048042,-0.125288,-0.0286256,-0.0934695,0.00856189,0.00968935
0.415472,0.633723,0.763346,0.520008,0.510784,0.432867,0.70777,0.484713,0.639736,0.563837,0.584191,0.623629,0.588396,0.441005,0.714977,0.513398,0.687004,0.57429,0.62655,0.557562	0.506863,0.6864,0.767365,0.572197,0.614799,0.581858,0.736953,0.555126,0.646643,0.610742,0.671664,0.671227,0.630348,0.536909,0.736893,0.604612,0.709102,0.656688,0.627914,0.586158	-0.115772,-0.0932309,-0.00970101,-0.074295,-0.151631,-0.199151,-0.0610003,-0.0963341,-0.0117809,-0.0715407,-0.143959,-0.0818676,-0.0666856,-0.125657,-0.0463206,-0.132271,-0.0430901,-0.132287,-0.00224796,-0.042479
-0.213257,-0.485586,-0.532834,-0.390285,-0.374924,-0.319182,-0.571494,-0.329085,-0.562497,-0.410376,-0.272675,-0.416283,-0.439811,-0.367299,-0.591695,-0.366213,-0.469966,-0.444371,-0.47334,-0.318484	0.174793,-0.0292374,0.0204221,-0.0107967,0.0192043,0.0605825,-0.0590035,0.0371463,-0.0906602,-0.0357662,0.140599,0.0604969,-0.0640358,0.00297415,-0.0938173,-0.0490872,0.0268584,-0.00316174,-0.0331171,0.0807752	-0.374105,-0.462921,-0.5473,-0.381095,-0.391311,-0.37256,-0.530375,-0.361809,-0.497191,-0.38019,-0.398015,-0.465067,-0.386665,-0.36987,-0.52714,-0.322931,-0.490632,-0.44183,-0.447233,-0.389245
-0.22317,-0.495264,-0.522649,-0.408275,-0.393692,-0.318041,-0.587633,-0.333435,-0.566736,-0.426013,-0.21196,-0.446009,-0.454967,-0.368855,-0.608286,-0.382276,-0.481068,-0.447778,-0.475797,-0.335178	0.167845,-0.0379204,0.0462449,-0.0145855,-0.0062292,0.0822688,-0.0675649,0.0359141,-0.0819847,-0.0371855,0.208404,0.0450468,-0.0718619,-0.0171891,-0.0963821,-0.0656144,0.0178262,-0.0111686,-0.0482707,0.087093	-0.376897,-0.466097,-0.555469,-0.396047,-0.388415,-0.390103,-0.54157,-0.364978,-0.508372,-0.395086,-0.402581,-0.481385,-0.396054,-0.35391,-0.543785,-0.324809,-0.494652,-0.438804,-0.437576,-0.410293
-0.296184,-0.554928,-0.605043,-0.439863,-0.47381,-0.341171,-0.698271,-0.403259,-0.638561,-0.513251,-0.263718,-0.551323,-0.508625,-0.400253,-0.667551,-0.442762,-0.597825,-0.497504,-0.532962,-0.403379	0.148903,0.00458105,0.111605,0.0491189,0.0354391,0.115262,-0.0475314,0.00351533,-0.0604839,-0.010054,0.254448,0.0453077,-0.0213668,0.0251101,-0.0408917,-0.00666053,0.0796006,0.074453,-0.00702406,0.0761561	-0.426287,-0.55809,-0.671317,-0.478641,-0.500839,-0.439163,-0.673079,-0.406199,-0.601301,-0.505807,-0.485583,-0.58209,-0.492612,-0.42113,-0.644246,-0.437392,-0.646653,-0.551528,-0.527914,-0.465243
-0.306577,-0.505765,-0.547524,-0.420433,-0.43891,-0.396557,-0.591992,-0.378505,-0.58874,-0.440734,-0.237575,-0.475837,-0.492473,-0.446387,-0.618337,-0.435926,-0.502688,-0.477647,-0.503567,-0.363627	0.0975073,-0.0619368,-0.00260758,-0.0298792,-0.0216118,0.0497524,-0.0848006,0.00740569,-0.168965,-0.0528969,0.207716,0.0218224,-0.0892591,-0.0360446,-0.124318,-0.0817171,-0.00416671,-0.0116402,-0.0886204,0.0400899	-0.392355,-0.458181,-0.545696,-0.395522,-0.421295,-0.437675,-0.533999,-0.384832,-0.466145,-0.397095,-0.42435,-0.492545,-0.421753,-0.417053,-0.535156,-0.367293,-0.499568,-0.468613,-0.434329,-0.397916
-0.324957,-0.512064,-0.552104,-0.445779,-0.444599,-0.414505,-0.59643,-0.398709,-0.606217,-0.451653,-0.256571,-0.463614,-0.472763,-0.447853,-0.612138,-0.431283,-0.509945,-0.484231,-0.506985,-0.36795	0.0986778,-0.0501735,-0.00568271,-0.0508208,-0.0123341,0.0484908,-0.086324,-0.000555476,-0.182512,-0.0503519,0.21274,0.0320895,-0.0744865,-0.0282567,-0.115492,-0.0724176,-0.0141101,-0.00813294,-0.0904149,0.0605183	-0.410472,-0.47407,-0.548141,-0.404114,-0.434649,-0.453873,-0.537795,-0.398242,-0.476416,-0.41064,-0.44502,-0.488437,-0.412813,-0.424974,-0.534428,-0.370435,-0.499428,-0.477981,-0.436582,-0.419135
0.511754,0.684651,0.800375,0.588709,0.624461,0.577572,0.741741,0.568718,0.699853,0.662616,0.67167,0.604409,0.577113,0.5718,0.702867,0.562569,0.742711,0.693024,0.662004,0.528414	0.514692,0.690551,0.81004,0.614144,0.620307,0.60244,0.768923,0.573787,0.719377,0.688174,0.66938,0.643188,0.594867,0.544479,0.744638,0.57099,0.754363,0.688286,0.646482,0.567984	-0.00398818,-0.0111906,-0.0274841,-0.0398375,0.00678081,-0.0381396,-0.0632632,-0.00752428,-0.0393183,-0.0469812,0.00416113,-0.0634416,-0.0270345,0.0396719,-0.08764,-0.0124063,-0.0264975,0.00905874,0.0271353,-0.0565394
0.0724989,-0.0065217,-0.0908269,-0.0979468,-0.0395038,0.0964257,-0.132235,-0.0280289,-0.154605,-0.0809145,0.195152,-0.0977235,-0.089832,-0.014355,-0.143842,-0.0343927,-0.141927,0.0259862,-0.0768214,0.0110972	0.156674,0.187018,0.180647,0.0428214,0.133541,0.200893,0.231895,0.0470504,0.0760025,0.129321,0.316745,0.144337,0.083841,0.0513648,0.130109,0.1427,0.177282,0.208448,0.0683733,0.144874	-0.0851421,-0.193304,-0.267091,-0.14018,-0.172137,-0.106531,-0.353297,-0.0749804,-0.22793,-0.208058,-0.129604,-0.238694,-0.172375,-0.0656713,-0.268918,-0.176227,-0.311375,-0.183455,-0.144436,-0.133993
0.464949,0.67552,0.776095,0.569569,0.552322,0.457451,0.728594,0.545654,0.67736,0.600499,0.586401,0.616724,0.563055,0.451468,0.710738,0.523262,0.712389,0.593933,0.64025,0.576315	0.523309,0.681929,0.781997,0.610028,0.629185,0.593822,0.751602,0.60391,0.656195,0.647704,0.636338,0.693252,0.646387,0.565988,0.739839,0.623755,0.748475,0.66269,0.642019,0.610786	-0.0771255,-0.0118829,-0.0150122,-0.0620024,-0.1178,-0.187232,-0.0508592,-0.0868884,0.0381007,-0.0772514,-0.0796624,-0.133683,-0.131016,-0.153827,-0.0613718,-0.149185,-0.0773061,-0.113383,-0.00300474,-0.0531966
0.434518,0.651851,0.771398,0.536499,0.538169,0.433164,0.722117,0.501928,0.652156,0.566682,0.561098,0.627752,0.580653,0.433827,0.71552,0.518743,0.697401,0.577574,0.633925,0.555911	0.522789,0.68665,0.778836,0.603198,0.63895,0.602872,0.760088,0.58962,0.658528,0.640992,0.648072,0.689472,0.638897,0.56082,0.743365,0.623315,0.740998,0.670914,0.642256,0.62556	-0.114217,-0.0629966,-0.018632,-0.0986112,-0.153598,-0.22969,-0.0841697,-0.124552,-0.0111673,-0.116699,-0.136674,-0.108819,-0.0925945,-0.167824,-0.0594837,-0.154541,-0.0902202,-0.152393,-0.0140526,-0.106783
0.212982,0.0900476,-0.0126856,0.108513,0.114281,0.218373,0.0329017,0.161642,0.0202803,-0.0212649,0.335812,0.13926,0.128037,0.181847,0.0288088,0.199797,-0.0435323,0.0917149,0.0236037,0.244636	0.297985,0.287598,0.257386,0.241234,0.302862,0.302106,0.39205,0.238629,0.252195,0.171922,0.459355,0.360054,0.29922,0.279526,0.282565,0.382146,0.2803,0.282728,0.192528,0.353192	-0.0907642,-0.202802,-0.269193,-0.136289,-0.195342,-0.0896469,-0.363841,-0.0800749,-0.233107,-0.192483,-0.146076,-0.232449,-0.178002,-0.102909,-0.255839,-0.197423,-0.319928,-0.196098,-0.169695,-0.118822
0.389594,0.621571,0.75349,0.492186,0.461088,0.409434,0.666293,0.4319,0.626349,0.569884,0.581319,0.503303,0.442202,0.339369,0.659245,0.390891,0.665923,0.544369,0.566498,0.467708	0.444786,0.622047,0.749219,0.507718,0.542053,0.518857,0.661015,0.48389,0.585554,0.591409,0.632871,0.540734,0.506667,0.478156,0.6454,0.481287,0.690036,0.618184,0.584121,0.462327	-0.0667609,-0.000775848,0.00980849,-0.0207059,-0.107944,-0.138939,0.00943236,-0.065726,0.0644233,-0.032468,-0.0815575,-0.051427,-0.0830787,-0.165671,0.0240983,-0.111342,-0.044613,-0.111255,-0.0263389,0.00686638
0.370312,0.599561,0.751326,0.458818,0.441093,0.374831,0.658297,0.404443,0.602754,0.537496,0.549499,0.505435,0.460307,0.315337,0.663335,0.38662,0.661928,0.524989,0.553075,0.445176	0.455781,0.628643,0.748653,0.500611,0.546132,0.516846,0.668418,0.485877,0.589688,0.586353,0.63749,0.527892,0.500255,0.46648,0.648517,0.481022,0.69375,0.623403,0.577265,0.474763	-0.102824,-0.0466736,0.00611139,-0.054255,-0.138372,-0.176138,-0.0180746,-0.10135,0.0202708,-0.0713411,-0.135433,-0.0306293,-0.0518991,-0.177211,0.0260037,-0.115968,-0.0588438,-0.146293,-0.0355348,-0.0375161
0.0686108,0.166469,0.173579,-0.0181774,0.0243444,0.0833145,0.199082,-0.00811612,0.0650364,0.0605634,0.294046,0.0403938,0.0106339,-0.0573357,0.11067,0.0345614,0.146278,0.128934,0.0619513,0.0930691	0.0378958,-0.0182267,-0.0911595,-0.119807,-0.0716601,0.102093,-0.14054,-0.0337312,-0.175,-0.101565,0.224694,-0.125687,-0.0877511,-0.0258147,-0.136459,-0.0489425,-0.135143,0.0146004,-0.0799976,-0.00796042	0.030795,0.184137,0.260615,0.101851,0.0958373,-0.0189396,0.330378,0.0256221,0.237335,0.161137,0.0742587,0.165242,0.0982933,-0.0315678,0.243453,0.083363,0.275966,0.114549,0.141249,0.100955
0.0313291,0.149595,0.170103,-0.0363276,0.0167252,0.0521749,0.183191,-0.0378019,0.0342233,0.0332694,0.274286,0.0519048,0.0237382,-0.0671795,0.108909,0.0229153,0.138967,0.107152,0.0599928,0.0709416	0.0271053,-0.00974978,-0.093352,-0.116213,-0.0591835,0.100174,-0.139768,-0.0384644,-0.179058,-0.1033,0.240639,-0.126822,-0.0959639,-0.0248352,-0.137926,-0.0548431,-0.13414,0.0165538,-0.0769634,0.00135038	0.0042274,0.159112,0.259337,0.0802243,0.0758336,-0.0482516,0.314896,0.000663527,0.211982,0.136102,0.0360248,0.177558,0.11943,-0.0424151,0.243182,0.0776608,0.268109,0.0907588,0.136327,0.0695978
0.539531,0.741351,0.833762,0.629949,0.630924,0.565193,0.788069,0.599352,0.747956,0.665823,0.679447,0.711938,0.687408,0.57454,0.793974,0.650722,0.785034,0.674279,0.73672,0.648316	0.569972,0.768835,0.835256,0.65593,0.654502,0.598747,0.802841,0.629341,0.775057,0.692998,0.715072,0.697648,0.66311,0.587773,0.792971,0.655905,0.792361,0.698715,0.743148,0.683217	-0.0439601,-0.0639109,-0.00492062,-0.044276,-0.0401615,-0.0507175,-0.0402169,-0.0481516,-0.0644823,-0.0504572,-0.0692884,0.0283902,0.044651,-0.0199793,0.00270859,-0.0090426,-0.019385,-0.0462044,-0.0142053,-0.0626538
-0.0576287,-0.118652,0.01238,-0.0560171,-0.0694549,-0.0749316,-0.0868879,-0.104133,-0.00306718,-0.0151969,-0.110149,-0.118936,-0.0442415,-0.0966319,-0.0791624,-0.122868,-0.0731248,-0.118728,-0.0398399,-0.0975365	-0.572771,-0.788608,-0.847847,-0.724867,-0.727463,-0.693259,-0.820632,-0.68851,-0.797723,-0.723789,-0.728737,-0.782653,-0.743525,-0.673598,-0.843819,-0.715714,-0.812618,-0.785338,-0.769788,-0.713357	0.532727,0.739115,0.851292,0.697158,0.693024,0.652208,0.790079,0.629511,0.796605,0.716473,0.672576,0.731841,0.723068,0.617136,0.81939,0.650007,0.786211,0.735158,0.753043,0.661873
0.18875,0.295632,0.326234,0.242288,0.203612,0.246046,0.340759,0.270914,0.350769,0.286229,0.285273,0.322722,0.316667,0.31262,0.345054,0.290532,0.276263,0.310358,0.322426,0.225732	0.19329,0.293629,0.330659,0.242598,0.232008,0.242746,0.345858,0.269495,0.322888,0.290243,0.188944,0.335075,0.306586,0.329353,0.341303,0.298859,0.289009,0.320337,0.321761,0.228171	-0.00471163,0.0021934,-0.00495955,-0.00032934,-0.0298042,0.00350902,-0.00578099,0.00153129,0.0314425,-0.00437766,0.101818,-0.0138509,0.0111655,-0.018654,0.00425154,-0.00911884,-0.0138521,-0.011081,0.000742266,-0.0025721
0.0925188,0.185775,0.229628,0.129201,0.0941897,0.0893156,0.290007,0.133014,0.257877,0.210695,0.156603,0.198353,0.178952,0.183434,0.208869,0.178169,0.100367,0.181164,0.17085,0.127526	0.00917628,0.14076,0.202324,0.0151744,0.0301882,0.0269787,0.181439,0.0394079,0.113471,0.177772,0.136404,-0.0110632,0.0133842,0.0889534,0.0924253,-0.0101717,0.134252,0.132581,0.0514183,-0.0535312	0.0834134,0.0462235,0.0286343,0.11425,0.064184,0.0624875,0.114598,0.094099,0.148759,0.0342047,0.0206399,0.208958,0.165966,0.0960477,0.118736,0.188,-0.0343477,0.0497786,0.12049,0.179829
-0.0171852,0.0288519,-0.0329299,-0.037079,-0.0405596,-0.0270627,0.110035,-0.0279938,0.00360885,-0.0265263,0.0278642,0.0610257,-0.0106419,-0.0209566,-0.0309963,0.0166959,-0.0191131,0.0207592,0.0200841,-0.0315329	-0.38719,-0.541184,-0.694212,-0.560113,-0.540463,-0.450606,-0.554135,-0.503353,-0.627735,-0.518644,-0.432031,-0.559956,-0.543978,-0.446083,-0.657103,-0.484068,-0.632332,-0.519907,-0.576672,-0.517417	0.372483,0.561272,0.676753,0.534127,0.511107,0.428772,0.626,0.482154,0.629917,0.498982,0.454424,0.600463,0.536442,0.429138,0.639125,0.496749,0.620721,0.534893,0.589923,0.493943
0.119763,0.173428,0.174344,0.0830512,0.110831,0.100618,0.208252,0.143394,0.133541,0.154755,0.134618,0.203929,0.206142,0.21058,0.182502,0.135228,0.168433,0.201642,0.169596,0.143312	0.00804783,0.145143,0.134732,0.0568409,0.0455424,0.00312436,0.183899,0.0922826,0.039303,0.119309,0.0952317,0.109252,0.113625,0.117947,0.138174,0.0895211,0.115516,0.0828905,0.0845055,0.0484169	0.111823,0.0290152,0.0405647,0.0263346,0.0656198,0.0975247,0.025323,0.0517973,0.0947356,0.0361121,0.039898,0.0968345,0.0947364,0.094992,0.0454744,0.0462675,0.0539666,0.12077,0.0863278,0.0955577
0.129236,0.189944,0.204795,0.110596,0.131926,0.126866,0.232402,0.169401,0.152933,0.168273,0.182934,0.232465,0.211751,0.230391,0.213289,0.146322,0.168054,0.20431,0.177709,0.147888	0.00744089,0.144011,0.140014,0.0234161,0.0492211,0.00798434,0.220671,0.0755335,0.0370342,0.111835,0.108447,0.119497,0.134584,0.121647,0.157023,0.105436,0.107195,0.0957034,0.09436,0.0767497	0.121912,0.0472253,0.0666943,0.0874063,0.0832452,0.119002,0.0123644,0.0950844,0.116559,0.0575197,0.0759945,0.116195,0.0794299,0.111879,0.0582155,0.0415267,0.0619746,0.110773,0.0847706,0.0719547
-0.596752,-0.791674,-0.856762,-0.728859,-0.732508,-0.699075,-0.825297,-0.69374,-0.812586,-0.735999,-0.735456,-0.782438,-0.748522,-0.676833,-0.851255,-0.726283,-0.809328,-0.79284,-0.776394,-0.726575	-0.0951753,-0.12714,-0.0227337,-0.0787492,-0.0564768,-0.0928206,-0.101845,-0.113343,-0.0721908,-0.0506176,-0.237356,-0.109259,-0.0658667,-0.0913845,-0.107831,-0.13953,-0.0461618,-0.130461,-0.0527496,-0.120988	-0.53178,-0.738908,-0.850595,-0.689697,-0.705205,-0.648323,-0.789839,-0.629929,-0.786535,-0.711903,-0.60344,-0.736108,-0.718057,-0.624047,-0.818561,-0.652919,-0.792785,-0.738797,-0.754547,-0.663953
-0.574377,-0.789169,-0.844469,-0.706745,-0.715927,-0.666099,-0.81108,-0.658458,-0.789809,-0.72824,-0.727269,-0.737716,-0.708479,-0.647422,-0.838949,-0.670255,-0.819668,-0.781383,-0.758489,-0.666455	-0.105174,-0.138971,0.0360184,-0.0808828,-0.0914044,-0.0561493,-0.106632,-0.106271,-0.0511652,-0.0504713,-0.11823,-0.120025,-0.0685277,-0.111605,-0.102304,-0.144213,-0.0657622,-0.13767,-0.0740664,-0.0989784	-0.49937,-0.73029,-0.854497,-0.663808,-0.668252,-0.633649,-0.771142,-0.593734,-0.769749,-0.703631,-0.666334,-0.677697,-0.672607,-0.577549,-0.805806,-0.582329,-0.796859,-0.721306,-0.725161,-0.607553
-0.394194,-0.539756,-0.592039,-0.398352,-0.452412,-0.435221,-0.600109,-0.41246,-0.560065,-0.478999,-0.508962,-0.503449,-0.459105,-0.407912,-0.607969,-0.421976,-0.537082,-0.511972,-0.480618,-0.462012	-0.115168,-0.044576,0.0744736,0.00694877,-0.0243674,-0.00804773,-0.0378909,-0.10769,-0.00337555,-0.00286589,-0.0496704,-0.0888839,0.00686326,-0.0420276,0.00449042,-0.0433292,0.0120541,-0.00228203,-0.00355202,-0.0912349	-0.292296,-0.507388,-0.638366,-0.404182,-0.432816,-0.428675,-0.5753,-0.318937,-0.557743,-0.476788,-0.471204,-0.433986,-0.464505,-0.372267,-0.610792,-0.385699,-0.545604,-0.510286,-0.477881,-0.387093
-0.61049,-0.801734,-0.864048,-0.733731,-0.731751,-0.676271,-0.832159,-0.697356,-0.834426,-0.736345,-0.724033,-0.779838,-0.738042,-0.666676,-0.85815,-0.726354,-0.810929,-0.77014,-0.784399,-0.725568	-0.200681,-0.180638,-0.0760136,-0.108495,-0.118459,-0.10812,-0.143758,-0.157457,-0.211897,-0.0770279,-0.121259,-0.168777,-0.0960558,-0.139382,-0.159298,-0.181025,-0.10038,-0.134332,-0.143547,-0.183694	-0.467025,-0.726279,-0.84343,-0.679313,-0.671499,-0.612971,-0.781945,-0.606494,-0.756241,-0.698962,-0.660789,-0.703678,-0.690971,-0.58131,-0.809513,-0.627889,-0.773513,-0.709175,-0.722167,-0.625202
-0.607733,-0.792147,-0.858914,-0.72427,-0.721863,-0.672854,-0.833498,-0.686423,-0.835575,-0.729749,-0.710417,-0.768042,-0.73522,-0.654526,-0.850436,-0.718849,-0.816211,-0.768738,-0.783034,-0.720284	-0.201284,-0.156883,-0.0795763,-0.133476,-0.102386,-0.11057,-0.146232,-0.163805,-0.226673,-0.0707192,-0.115687,-0.148094,-0.0758063,-0.126119,-0.14016,-0.164664,-0.11936,-0.127943,-0.14462,-0.153568	-0.463098,-0.725414,-0.836512,-0.65402,-0.668916,-0.607479,-0.78266,-0.588825,-0.751177,-0.694892,-0.647985,-0.699512,-0.698335,-0.575951,-0.806396,-0.628591,-0.772068,-0.710695,-0.719942,-0.637199
0.152437,0.237899,0.347652,0.203992,0.19537,0.167697,0.427917,0.218729,0.334253,0.29442,0.137997,0.27125,0.232714,0.263132,0.285105,0.260829,0.227423,0.259865,0.273503,0.171205	0.0620239,0.19384,0.314564,0.0855905,0.100784,0.10554,0.308145,0.121338,0.210868,0.256295,0.211325,0.0432892,0.0701605,0.149227,0.167961,0.0568451,0.251138,0.200206,0.148803,-0.0176364	0.0912762,0.0461892,0.0371505,0.120506,0.0964864,0.0632768,0.137965,0.100047,0.132741,0.0412373,-0.0755298,0.230669,0.165252,0.118561,0.123036,0.207053,-0.0251505,0.0629332,0.12999,0.188273
-0.0148688,0.0650156,-0.0426898,-0.0424993,0.00180918,-0.0223106,0.118261,-0.0209624,-0.0129971,-0.0487282,-0.0770871,0.0670501,-0.0162493,-0.0229612,-0.0319895,0.024839,-0.0234824,0.0246716,0.0310225,-0.0353584	-0.38769,-0.523397,-0.701765,-0.562713,-0.535406,-0.448142,-0.552698,-0.501312,-0.630344,-0.533132,-0.430909,-0.563401,-0.542274,-0.456756,-0.657744,-0.486778,-0.637212,-0.524994,-0.575465,-0.524578	0.374983,0.569048,0.679429,0.53296,0.536695,0.430132,0.629794,0.485451,0.622447,0.497324,0.365979,0.607502,0.530701,0.438392,0.639204,0.505505,0.623053,0.542637,0.59585,0.498466
0.164771,0.201455,0.212251,0.116734,0.17546,0.111826,0.281764,0.200204,0.171309,0.189353,0.0556819,0.232405,0.224802,0.227794,0.193555,0.164072,0.243736,0.219982,0.199495,0.169756	0.0448455,0.174602,0.166608,0.0895864,0.0796936,0.0157341,0.250979,0.148191,0.0989749,0.149388,0.107988,0.124798,0.140536,0.11839,0.152293,0.109366,0.175425,0.0902217,0.112582,0.0699442	0.120819,0.0278323,0.0473164,0.027434,0.0971243,0.0962613,0.0331274,0.0536026,0.0735813,0.0411286,-0.0526224,0.110821,0.0870147,0.112436,0.0425156,0.0557048,0.0713626,0.132388,0.0889096,0.101011
0.160315,0.215984,0.231233,0.146694,0.196707,0.134885,0.29415,0.206321,0.180312,0.185667,0.0941107,0.251522,0.211246,0.230842,0.223674,0.166082,0.22974,0.222176,0.197511,0.164205	0.0310607,0.171129,0.159829,0.0571754,0.0829345,0.0174508,0.276761,0.110927,0.0861944,0.124816,0.114954,0.125929,0.143202,0.106196,0.170472,0.116578,0.153541,0.102238,0.112936,0.0888685	0.129901,0.0465766,0.0741435,0.090276,0.11566,0.117711,0.01893,0.0976282,0.0956035,0.0622939,-0.0210717,0.129701,0.0701657,0.127778,0.0553106,0.0504818,0.0789842,0.122726,0.0865046,0.0764524
