-0.134247,-0.242438,-0.23679,-0.180147,-0.180874,-0.167806,-0.184419,-0.155973,-0.225158,-0.158488,-0.188881,-0.169546,-0.140312,-0.133619,-0.198782,-0.18993,-0.253082,-0.179207,-0.211838,-0.147371	-0.067355,-0.0435479,-0.0395092,-0.0831994,-0.085818,-0.0805588,-0.00507929,-0.0404296,-0.0583414,-0.0400071,-0.0676747,-0.0661898,-0.0253722,-0.0387588,-0.00261124,-0.0326637,-0.0198943,-0.0541745,0.00556365,-0.00760457	-0.0675023,-0.201012,-0.199144,-0.0984223,-0.0965543,-0.0884425,-0.179508,-0.116277,-0.169037,-0.119237,-0.122776,-0.104529,-0.11535,-0.0953538,-0.196273,-0.158249,-0.234367,-0.126258,-0.217145,-0.139924
-0.623151,-0.811325,-0.877368,-0.742996,-0.753433,-0.71678,-0.868543,-0.720557,-0.813267,-0.768139,-0.762703,-0.805428,-0.782389,-0.712915,-0.85634,-0.740278,-0.836696,-0.8008,-0.775187,-0.725505	0.079185,0.0421122,0.0230254,0.033647,0.0537904,0.0081687,0.013439,0.0525898,0.124673,0.0340103,-0.109735,0.0725549,0.0403455,0.0639555,0.0744988,0.0491826,0.0517608,0.0439079,0.114404,0.0763914	-0.66931,-0.825241,-0.882564,-0.757701,-0.775783,-0.720729,-0.871806,-0.744919,-0.851595,-0.781727,-0.71261,-0.829509,-0.797559,-0.742994,-0.875016,-0.761727,-0.851577,-0.816016,-0.817125,-0.759787
-0.558873,-0.786803,-0.85966,-0.690334,-0.706125,-0.65912,-0.84162,-0.643295,-0.777805,-0.740673,-0.731794,-0.743068,-0.708418,-0.662983,-0.829293,-0.663193,-0.812241,-0.773217,-0.748994,-0.644488	0.056719,0.0230633,0.088004,0.0241158,0.00447827,0.0401434,-0.00249059,0.0407271,0.125925,0.030246,0.0517406,0.0284462,0.021526,0.0237135,0.0657268,0.014099,0.0268452,0.0237809,0.0777013,0.0703453	-0.596678,-0.795433,-0.881012,-0.70275,-0.708363,-0.681238,-0.840892,-0.666558,-0.82311,-0.754027,-0.754949,-0.755544,-0.71898,-0.676068,-0.848757,-0.671017,-0.82118,-0.782607,-0.781229,-0.683831
-0.366093,-0.538728,-0.580938,-0.357177,-0.420918,-0.423244,-0.618646,-0.3765,-0.522703,-0.421209,-0.496703,-0.49628,-0.441816,-0.377095,-0.574876,-0.396001,-0.529854,-0.490863,-0.465663,-0.407335	0.0111911,0.0604825,0.0950213,0.0731511,0.0418133,0.0623614,0.0322719,-0.00631162,0.105746,0.0465399,0.0710345,0.0118653,0.0701946,0.0582068,0.0991751,0.0761673,0.0653671,0.0993608,0.0905523,0.0298174	-0.375745,-0.580302,-0.640597,-0.419371,-0.454728,-0.473118,-0.638177,-0.37107,-0.595532,-0.458756,-0.548388,-0.50517,-0.496609,-0.425952,-0.637694,-0.458344,-0.575296,-0.562775,-0.53371,-0.431907
-0.702749,-0.86473,-0.920812,-0.798922,-0.793828,-0.76477,-0.896186,-0.778614,-0.878367,-0.809409,-0.793396,-0.843429,-0.82262,-0.773521,-0.891212,-0.794875,-0.87777,-0.838076,-0.849572,-0.787307	-0.0615742,-0.0301004,-0.0521912,0.000293611,-0.0242672,-0.0193088,-0.051964,-0.00471364,-0.0506424,0.00231094,0.0559237,-0.0146382,-0.00259649,-0.00317818,0.0172739,-0.0082816,-0.0224066,0.0306116,0.0115427,-0.00636402	-0.670174,-0.856934,-0.912473,-0.799028,-0.784676,-0.756634,-0.885457,-0.776751,-0.866258,-0.810205,-0.813237,-0.839151,-0.821778,-0.772241,-0.894712,-0.791806,-0.872524,-0.846959,-0.852753,-0.784876
-0.679001,-0.8506,-0.903813,-0.778414,-0.778569,-0.740416,-0.887996,-0.754973,-0.86921,-0.791543,-0.775567,-0.824838,-0.797246,-0.739991,-0.878557,-0.779108,-0.866391,-0.817788,-0.834359,-0.76603	-0.0602651,0.00187445,-0.0534834,-0.0378406,-0.00545778,-0.0218181,-0.0521758,-0.0196512,-0.0692117,0.00893086,0.0538904,0.00847577,0.0247821,0.0110508,0.0346257,0.0106389,-0.0443122,0.0357114,0.00705827,0.035218	-0.645135,-0.851117,-0.893522,-0.763049,-0.776411,-0.730397,-0.876426,-0.746395,-0.851206,-0.794855,-0.79618,-0.827528,-0.806101,-0.74495,-0.886223,-0.783255,-0.8549,-0.82928,-0.836491,-0.7802
0.143715,0.176529,0.267937,0.189501,0.187731,0.137275,0.312869,0.206069,0.295171,0.216432,0.0544883,0.183139,0.203177,0.183912,0.231879,0.209654,0.234843,0.207256,0.221052,0.16195	-0.0561888,-0.0122318,0.142045,-0.0433487,-0.0442227,-0.00208066,0.06108,-0.0452758,0.072631,0.079071,0.0195099,-0.135475,-0.114437,-0.0180412,-0.0176245,-0.087961,0.0453937,0.0510597,0.0214836,-0.116088	0.198302,0.188354,0.130873,0.230953,0.230043,0.139316,0.256694,0.249021,0.227416,0.139753,0.0350156,0.3109,0.310397,0.201286,0.248488,0.292226,0.191491,0.157867,0.200521,0.272907
0.00263872,0.00465897,-0.0163992,0.031877,0.0596709,-0.0152966,0.0181175,0.0276531,0.0771672,0.0848457,-0.117413,0.0337944,-0.00550458,0.00830862,0.0266273,0.0403744,-0.0205546,0.0326712,0.012312,0.0471919	-0.466913,-0.635086,-0.755826,-0.60316,-0.589423,-0.513766,-0.704266,-0.582951,-0.663323,-0.59003,-0.550099,-0.657646,-0.632261,-0.5539,-0.708209,-0.565486,-0.708566,-0.597569,-0.631047,-0.559957	0.468974,0.637858,0.748707,0.623058,0.62704,0.502417,0.713282,0.600917,0.704432,0.642701,0.462563,0.676408,0.628945,0.559633,0.721235,0.592337,0.69818,0.618171,0.638399,0.591517
-0.166287,-0.285524,-0.388126,-0.242231,-0.183859,-0.26131,-0.231736,-0.192684,-0.280476,-0.208398,-0.347603,-0.240192,-0.240258,-0.236321,-0.312571,-0.24091,-0.28905,-0.278044,-0.291133,-0.209757	-0.0932895,-0.059952,-0.0592304,-0.0684898,-0.0898891,-0.122157,-0.0604672,-0.039507,-0.0785238,-0.0567098,-0.124204,-0.101162,-0.0842666,-0.0786532,-0.0796742,-0.0715632,-0.0485297,-0.0905517,-0.0405219,-0.048045	-0.0741473,-0.2295,-0.336635,-0.176672,-0.0955489,-0.14374,-0.173703,-0.154352,-0.2065,-0.153502,-0.233479,-0.142492,-0.159215,-0.160654,-0.238845,-0.172318,-0.243942,-0.192335,-0.253603,-0.163358
-0.108221,-0.220183,-0.220001,-0.148082,-0.121816,-0.164923,-0.12132,-0.123593,-0.203968,-0.145382,-0.260214,-0.153904,-0.145714,-0.140885,-0.195087,-0.176721,-0.206606,-0.166487,-0.202037,-0.13811	-0.104828,-0.0559638,-0.0544507,-0.0950228,-0.0800065,-0.11152,-0.0194894,-0.0760907,-0.0879501,-0.0817863,-0.103119,-0.0897911,-0.0735544,-0.0845126,-0.0433952,-0.0586004,-0.071599,-0.0685449,-0.034733,-0.0239922	-0.00343205,-0.166268,-0.167558,-0.0538166,-0.0422212,-0.0544035,-0.102072,-0.0479531,-0.118137,-0.0643605,-0.161426,-0.0650113,-0.0729412,-0.0570513,-0.152987,-0.119357,-0.137035,-0.0990723,-0.168486,-0.114497
0.209428,0.191304,0.192264,0.336376,0.295368,0.189994,0.346372,0.306199,0.354033,0.183711,0.221777,0.384695,0.322422,0.29719,0.33938,0.366109,0.185986,0.156698,0.187566,0.384345	-0.185169,-0.45131,-0.645356,-0.304493,-0.325402,-0.284191,-0.446229,-0.266824,-0.422769,-0.476286,-0.334929,-0.266234,-0.255379,-0.239835,-0.452305,-0.149605,-0.547451,-0.453424,-0.452478,-0.161457	0.379866,0.591542,0.745161,0.581327,0.566337,0.449893,0.686495,0.529742,0.675671,0.606895,0.518213,0.590456,0.533844,0.501295,0.686331,0.488934,0.66566,0.569648,0.589974,0.513911
-0.280385,-0.39102,-0.450587,-0.379578,-0.342594,-0.324974,-0.399697,-0.363981,-0.394919,-0.286065,-0.34704,-0.446864,-0.42027,-0.385477,-0.448688,-0.429162,-0.392571,-0.367597,-0.40326,-0.396501	-0.036667,-0.0310781,-0.0523506,-0.0332265,-0.0773439,-0.0829094,-0.0713041,-0.0287387,-0.0399166,-0.0278184,-0.0816184,-0.087452,-0.0340576,-0.0904735,-0.0541142,-0.0503699,-0.0228182,-0.0730117,-0.0175009,-0.0299045	-0.246249,-0.364369,-0.407857,-0.350776,-0.27247,-0.248767,-0.338027,-0.338786,-0.360688,-0.260318,-0.273159,-0.374029,-0.39182,-0.305663,-0.404392,-0.387161,-0.373095,-0.30271,-0.388501,-0.370996
-0.213528,-0.33088,-0.292054,-0.295541,-0.304512,-0.260605,-0.318056,-0.284316,-0.325207,-0.222458,-0.27593,-0.4001,-0.353759,-0.319544,-0.358479,-0.381097,-0.297868,-0.276307,-0.348928,-0.33961	-0.0298726,-0.0233257,-0.0367887,-0.0551933,-0.0832575,-0.0974244,-0.0371361,-0.0327451,-0.0437724,-0.0456758,-0.0830784,-0.0986973,-0.0320466,-0.112483,-0.0244213,-0.0391446,-0.0148472,-0.0606994,-0.0425969,-0.00416246	-0.184834,-0.309947,-0.258037,-0.244334,-0.22701,-0.167431,-0.284277,-0.253935,-0.285499,-0.178597,-0.197377,-0.313794,-0.325402,-0.21478,-0.337008,-0.34713,-0.284278,-0.219286,-0.310953,-0.335923
-0.54756,-0.730488,-0.832507,-0.689825,-0.650521,-0.584553,-0.755913,-0.651468,-0.750518,-0.667622,-0.653006,-0.718952,-0.685343,-0.640668,-0.767685,-0.649264,-0.766919,-0.688483,-0.730384,-0.645373	-0.0645564,-0.0283274,-0.0226042,-0.00945135,-0.00261683,-0.0177798,0.00147441,0.0203911,0.0203658,0.0513056,-0.0603052,-0.0185842,0.00695078,-0.0117604,0.0620613,0.0174925,0.00142255,0.00712372,0.00547885,0.00877882	-0.500702,-0.716997,-0.825436,-0.684839,-0.649009,-0.572725,-0.756544,-0.663051,-0.759278,-0.695118,-0.616997,-0.709852,-0.689012,-0.633682,-0.792012,-0.659269,-0.767505,-0.692212,-0.73293,-0.650467
-0.518746,-0.701662,-0.794755,-0.637803,-0.618801,-0.542492,-0.732556,-0.609648,-0.724929,-0.635093,-0.600561,-0.69787,-0.656623,-0.588286,-0.744396,-0.632603,-0.733451,-0.646644,-0.695896,-0.615423	-0.0802243,-0.0031008,-0.0259843,0.00260092,0.0244804,-0.0237968,0.00599033,0.010126,0.0149808,0.0457204,-0.0240552,-0.0239658,-0.0132686,-0.00848631,0.0515149,0.00360874,0.00465445,0.0109209,0.0138511,0.0289673	-0.457564,-0.700084,-0.784981,-0.639343,-0.633682,-0.525479,-0.73532,-0.615971,-0.731961,-0.661603,-0.584957,-0.685367,-0.649009,-0.582709,-0.766517,-0.634763,-0.735594,-0.652953,-0.702971,-0.633104
0.0805106,0.100872,0.139738,0.0836838,0.0826547,0.0752528,0.156557,0.0959138,0.161985,0.11594,0.0885155,0.0744125,0.118152,0.122323,0.133565,0.106535,0.158926,0.0965654,0.136057,0.100308	-0.00213621,0.015447,-0.0921872,-0.0593807,0.0186776,-0.0328322,0.0623889,-0.0257132,0.0451156,0.00959309,-0.0131103,-0.0199959,0.0129507,-0.00113359,0.0128044,0.0368592,0.0207975,-0.0219215,0.0218556,0.0370708	0.0826326,0.0855579,0.228975,0.142357,0.0640761,0.107819,0.0950966,0.121328,0.11773,0.106465,0.101508,0.0942681,0.105363,0.123439,0.120967,0.0699508,0.138587,0.118237,0.114542,0.0634734
0.460621,0.615239,0.732489,0.555053,0.575031,0.545491,0.625156,0.502076,0.643004,0.557024,0.611022,0.603018,0.555444,0.428635,0.689134,0.543207,0.667201,0.603236,0.595805,0.54337	0.519354,0.633834,0.723838,0.58403,0.554241,0.556427,0.6836,0.525742,0.656631,0.567067,0.629774,0.647434,0.600648,0.514499,0.678359,0.531593,0.692947,0.621729,0.603552,0.565356	-0.0772016,-0.0304822,0.0184145,-0.0428765,0.0305156,-0.0157017,-0.10206,-0.032154,-0.0235842,-0.0146808,-0.030481,-0.072863,-0.0678355,-0.110158,0.0202337,0.0163297,-0.0478846,-0.0295917,-0.0120966,-0.0317349
0.227241,0.0440244,0.0308882,0.0373781,0.0528105,0.11759,0.000385773,0.106533,-0.0476588,-0.00609434,0.261753,0.118386,-0.0249029,0.0613369,-0.0385006,0.033284,0.0503649,0.0665242,-0.00289867,0.149728	-0.126338,-0.422182,-0.535346,-0.352412,-0.362097,-0.284613,-0.514121,-0.277424,-0.532847,-0.403257,-0.16103,-0.361727,-0.402789,-0.296465,-0.571227,-0.319052,-0.451381,-0.39948,-0.457216,-0.281578	0.343712,0.4577,0.557024,0.384723,0.407122,0.389178,0.514404,0.372936,0.49783,0.398141,0.405683,0.460397,0.381715,0.351412,0.544706,0.348633,0.490593,0.453941,0.454921,0.413857
0.463508,0.602913,0.738365,0.568498,0.587741,0.562729,0.633696,0.517375,0.638683,0.582051,0.584211,0.61853,0.564219,0.460785,0.69459,0.56021,0.683649,0.618213,0.605577,0.581513	0.526708,0.640071,0.726215,0.583177,0.570032,0.552918,0.682997,0.524276,0.653038,0.564224,0.605863,0.648708,0.592178,0.515883,0.677568,0.534735,0.686979,0.625404,0.606207,0.562064	-0.083613,-0.0605096,0.0261978,-0.0219584,0.0266317,0.0142433,-0.0869208,-0.0094703,-0.0246263,0.0265448,-0.033515,-0.0504004,-0.0419875,-0.07228,0.0321556,0.0363694,-0.00627773,-0.0117234,-0.000995858,0.0288916
